rank,tier,tic,ra,dec,tmag,teff,logg,rad,rad_err,mass,rho,lumclass,contratio,gaia_dr2,n_sectors,sectors,pred_cdpp_1h_ppm,pred_rmin_p1_rearth,pred_rmin_p5_rearth,pred_rmin_p10_rearth,reason
54,1,229738650,279.213092457693,66.8912376996597,13.6769,3092.0,5.08144,0.190598,0.0057167,0.159813,23.0811,DWARF,0.0219996646,2257139871082620544,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3058,0.84,1.11,1.25,"late M dwarf, R 0.19 R_sun, Teff 3092 K, Tmag 13.68; 24 TGLC sectors (S14-S55); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
55,1,38824355,67.9752665473973,-64.4458435557409,13.018,3235.0,4.9901,0.247197,0.00739341,0.217833,14.421,DWARF,0.00359474448,4675325102905028736,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2094,0.85,1.12,1.26,"late M dwarf, R 0.25 R_sun, Teff 3235 K, Tmag 13.02; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
56,1,298265889,247.7134378947,58.9950909314962,13.3102,3202.0,5.05923,0.202603,0.00610007,0.171574,20.6307,DWARF,0.000281702,1623747678000078464,18,15 16 18 19 21 22 23 24 25 26 41 48 49 50 51 52 53 55,2447,0.85,1.12,1.26,"late M dwarf, R 0.20 R_sun, Teff 3202 K, Tmag 13.31; 18 TGLC sectors (S15-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
57,1,55746237,74.8783009352073,-61.0226909127345,14.0062,3088.0,5.11574,0.173914,0.00530291,0.143993,27.374,DWARF,0.00274683721,4761539626408337408,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3838,0.85,1.12,1.26,"late M dwarf, R 0.17 R_sun, Teff 3088 K, Tmag 14.01; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
58,1,298663983,277.896264499588,56.8798943933047,14.1396,2824.0,5.14915,0.15951,0.00483273,0.130816,32.2327,DWARF,0.0274459142,2151176602616711552,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,4237,0.85,1.12,1.26,"late M dwarf, R 0.16 R_sun, Teff 2824 K, Tmag 14.14; 24 TGLC sectors (S14-S55); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
59,1,199573123,241.436709034933,65.0697753908862,13.3587,3154.0,5.02994,0.220073,0.00654207,0.189238,17.7545,DWARF,0.0306048431,1641804029750648320,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2516,0.86,1.13,1.28,"late M dwarf, R 0.22 R_sun, Teff 3154 K, Tmag 13.36; 24 TGLC sectors (S14-S55); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
60,1,150100106,92.1087401735209,-60.558440642644,13.6256,3049.0,5.05778,0.203424,0.00617383,0.17239,20.4788,DWARF,0.0327467769,5482145429696983680,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2959,0.85,1.13,1.27,"late M dwarf, R 0.20 R_sun, Teff 3049 K, Tmag 13.63; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
61,1,229400552,292.270223799895,61.8924337825371,13.6565,3174.0,5.07023,0.196528,0.00595848,0.165583,21.8144,DWARF,0.0470089652,2240199626712446976,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3018,0.85,1.13,1.27,"late M dwarf, R 0.20 R_sun, Teff 3174 K, Tmag 13.66; 24 TGLC sectors (S14-S55); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
62,1,220436523,73.7836181810606,-57.4686301110001,13.934,2975.0,5.1023,0.180205,0.0053816,0.149887,25.6132,DWARF,0.0006457319,4762555407649937536,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3643,0.85,1.13,1.27,"late M dwarf, R 0.18 R_sun, Teff 2975 K, Tmag 13.93; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
63,1,382157804,80.8777933143905,-56.1167982534716,14.4656,2841.0,5.19635,0.141639,0.00426918,0.114987,40.4669,DWARF,0.00849401951,4769527685759537280,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,5493,0.85,1.13,1.27,"late M dwarf, R 0.14 R_sun, Teff 2841 K, Tmag 14.47; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
64,1,389051009,333.460271196529,-63.7027804847492,13.0324,2832.0,5.21901,0.133847,0.00398792,0.108182,45.1158,DWARF,0.001773586,6405457982659103872,3,1 27 28,2110,0.87,1.14,1.29,"late M dwarf, R 0.13 R_sun, Teff 2832 K, Tmag 13.03; 3 TGLC sectors (S1-S28); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
65,1,188819782,262.616526184858,52.716555159578,13.1122,3019.0,5.0712,0.196008,0.00577336,0.165074,21.9208,DWARF,0.0116478074,1416006054127628928,12,17 20 24 25 26 40 47 50 51 52 53 54,2197,0.86,1.14,1.29,"late M dwarf, R 0.20 R_sun, Teff 3019 K, Tmag 13.11; 12 TGLC sectors (S17-S54); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
66,1,272781325,238.153167025388,71.7255225190196,13.3671,3164.0,5.0463,0.210076,0.00623902,0.179053,19.3131,DWARF,0.000893186138,1648272108763632640,20,14 15 16 17 19 20 21 22 23 25 26 40 41 47 48 49 50 52 53 54,2528,0.87,1.14,1.29,"late M dwarf, R 0.21 R_sun, Teff 3164 K, Tmag 13.37; 20 TGLC sectors (S14-S54); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
67,1,140689204,73.0286500865979,-73.3657443722281,13.898,3002.0,5.0921,0.185185,0.0055812,0.154614,24.3462,DWARF,0.07610252,4652810059715790080,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3552,0.86,1.14,1.28,"late M dwarf, R 0.19 R_sun, Teff 3002 K, Tmag 13.90; 26 TGLC sectors (S1-S39); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
68,1,294667331,70.5336575779991,-66.9056349339797,13.3642,3191.0,5.01595,0.22914,0.00695505,0.198646,16.5111,DWARF,0.0082827555,4662475625916613376,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2524,0.87,1.15,1.3,"late M dwarf, R 0.23 R_sun, Teff 3191 K, Tmag 13.36; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
69,1,381976770,77.5284517861062,-58.1117671700894,14.1471,3143.0,5.12634,0.169162,0.00511625,0.139598,28.8384,DWARF,0.000667344,4763073037108755584,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,4262,0.87,1.15,1.3,"late M dwarf, R 0.17 R_sun, Teff 3143 K, Tmag 14.15; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.1 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
70,1,142052608,97.9383381664916,-77.3059130008573,13.0841,3203.0,4.98311,0.252388,0.0077411,0.22345,13.8987,DWARF,0.03109561,5212336408796281344,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2166,0.88,1.16,1.31,"late M dwarf, R 0.25 R_sun, Teff 3203 K, Tmag 13.08; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
71,1,22535327,107.754095055836,-38.4129850646995,13.0943,2874.0,5.2182,0.134118,0.00397788,0.108419,44.9412,DWARF,0.0460708067,5565156633450986752,3,7 33 34,2177,0.88,1.16,1.31,"late M dwarf, R 0.13 R_sun, Teff 2874 K, Tmag 13.09; 3 TGLC sectors (S7-S34); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
72,1,57031043,249.255970209356,35.595786751914,13.1366,2876.0,5.18923,0.14418,0.00427333,0.117212,39.1072,DWARF,0.00510168355,1327654969076730880,4,24 25 51 52,2226,0.88,1.16,1.31,"late M dwarf, R 0.14 R_sun, Teff 2876 K, Tmag 13.14; 4 TGLC sectors (S24-S52); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
73,1,376870091,283.519676953912,74.9446701743476,13.1539,3162.0,4.99909,0.240721,0.00735707,0.210886,15.1184,DWARF,0.0849261358,2268253356657403136,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2246,0.88,1.16,1.3,"late M dwarf, R 0.24 R_sun, Teff 3162 K, Tmag 13.15; 24 TGLC sectors (S14-S55); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
74,1,232649744,281.80404679072,55.7859242380595,13.1664,3126.0,5.00728,0.235002,0.00700296,0.204811,15.7811,DWARF,0.01164421,2147090198933786112,22,14 15 16 18 19 20 21 22 23 25 26 40 41 47 48 49 50 51 52 53 54 55,2261,0.88,1.16,1.31,"late M dwarf, R 0.24 R_sun, Teff 3126 K, Tmag 13.17; 22 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
75,1,233080541,271.876221715628,65.2148359753777,13.2817,3047.0,5.01089,0.23254,0.00719688,0.202215,16.0813,DWARF,0.00274687959,2161605195528295936,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2408,0.88,1.16,1.31,"late M dwarf, R 0.23 R_sun, Teff 3047 K, Tmag 13.28; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
76,1,188694544,260.567127745821,52.8006238686251,13.295,3193.0,5.07807,0.192359,0.00572697,0.161519,22.6927,DWARF,0.006983565,1416150433748075776,13,17 20 23 24 25 26 40 47 50 51 52 53 54,2426,0.88,1.16,1.3,"late M dwarf, R 0.19 R_sun, Teff 3193 K, Tmag 13.29; 13 TGLC sectors (S17-S54); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
77,1,167203821,97.0139079742268,-70.432321866092,13.6592,3152.0,5.05023,0.207764,0.0063033,0.176726,19.7056,DWARF,0.02625226,5278853735543123328,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3023,0.88,1.16,1.31,"late M dwarf, R 0.21 R_sun, Teff 3152 K, Tmag 13.66; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
78,1,367856004,276.686435120023,73.6504293131196,13.7355,3247.0,5.06876,0.197329,0.00603578,0.166369,21.6521,DWARF,0.000943947234,2267168688435548416,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3179,0.88,1.16,1.31,"late M dwarf, R 0.20 R_sun, Teff 3247 K, Tmag 13.74; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
79,1,308664596,121.910458573068,-64.5626324670606,14.0019,2914.0,5.16906,0.151659,0.00450779,0.123803,35.4917,DWARF,0.09145228,5277113449154638464,14,1 4 5 8 9 10 11 28 31 34 35 36 37 38,3826,0.88,1.16,1.31,"late M dwarf, R 0.15 R_sun, Teff 2914 K, Tmag 14.00; 14 TGLC sectors (S1-S38); contamination 0.09 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
80,1,278897257,101.105785065323,-58.3575159907968,13.0419,3158.0,4.97538,0.258277,0.00776913,0.229872,13.3422,DWARF,0.004967567,5483586752002502784,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2120,0.89,1.17,1.32,"late M dwarf, R 0.26 R_sun, Teff 3158 K, Tmag 13.04; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
81,1,415009765,176.961549541715,74.445299825419,13.1107,3034.0,5.12031,0.171843,0.00515804,0.142072,27.9971,DWARF,0.00128445332,1076298880025346560,7,14 20 21 40 41 47 48,2196,0.88,1.17,1.31,"late M dwarf, R 0.17 R_sun, Teff 3034 K, Tmag 13.11; 7 TGLC sectors (S14-S48); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
82,1,441799761,264.677875649586,75.7551387463641,13.2481,3337.0,5.0063,0.235675,0.00700308,0.205523,15.7007,DWARF,0.00770338345,1656037894966903296,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2363,0.88,1.17,1.31,"late M dwarf, R 0.24 R_sun, Teff 3337 K, Tmag 13.25; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
83,1,445863003,215.407932637774,56.4550247687821,13.2648,3041.0,5.15491,0.157187,0.00473525,0.12873,33.1459,DWARF,0.000314621459,1611203693436717440,6,15 16 22 23 49 50,2385,0.89,1.17,1.32,"late M dwarf, R 0.16 R_sun, Teff 3041 K, Tmag 13.26; 6 TGLC sectors (S15-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
84,1,349568905,111.381440067697,-60.7294809778377,13.3576,3282.0,5.00912,0.233742,0.00711508,0.203481,15.9336,DWARF,0.0121639082,5293012833966166912,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2514,0.89,1.17,1.32,"late M dwarf, R 0.23 R_sun, Teff 3282 K, Tmag 13.36; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
85,1,156171605,179.391406411875,79.4506715173189,13.8645,2877.0,5.19719,0.141344,0.00423333,0.114729,40.6295,DWARF,5.48074149e-06,1129258953521341312,9,14 20 21 26 40 41 47 48 53,3470,0.88,1.17,1.31,"late M dwarf, R 0.14 R_sun, Teff 2877 K, Tmag 13.86; 9 TGLC sectors (S14-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
86,1,25133604,62.3302057288473,-70.0042334659971,13.1988,3219.0,4.98966,0.247525,0.00744635,0.218187,14.387,DWARF,0.00366275059,4666355871160498304,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2301,0.89,1.18,1.33,"late M dwarf, R 0.25 R_sun, Teff 3219 K, Tmag 13.20; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
87,1,219808183,266.60599523084,62.4195818883752,13.3799,3167.0,5.01711,0.228368,0.00676794,0.197839,16.6114,DWARF,0.000310261821,1439499078559840512,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2547,0.89,1.18,1.33,"late M dwarf, R 0.23 R_sun, Teff 3167 K, Tmag 13.38; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
88,1,231973593,95.47797420905,-47.4253695230575,13.3819,3049.0,5.16659,0.152608,0.00456159,0.124646,35.0709,DWARF,0.009768215,5553958176239495040,6,5 6 7 32 33 34,2550,0.89,1.18,1.33,"late M dwarf, R 0.15 R_sun, Teff 3049 K, Tmag 13.38; 6 TGLC sectors (S5-S34); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
89,1,350342912,84.4739450057639,-56.2048232225063,13.8392,3363.0,5.06898,0.197208,0.00589538,0.16625,21.6764,DWARF,0.0168631058,4766629510548082560,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3410,0.89,1.18,1.33,"late M dwarf, R 0.20 R_sun, Teff 3363 K, Tmag 13.84; 26 TGLC sectors (S1-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
90,1,199666622,252.129170643605,58.109891024836,13.0259,3263.0,4.97684,0.257156,0.00879909,0.228646,13.4454,DWARF,0.003920932,1430913022322579328,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2103,0.9,1.19,1.34,"late M dwarf, R 0.26 R_sun, Teff 3263 K, Tmag 13.03; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
91,1,441730358,257.216884796589,77.6699325598203,13.0957,3381.0,4.98249,0.252859,0.00757659,0.223962,13.8528,DWARF,0.00292546442,1705141255334074880,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2179,0.9,1.19,1.34,"late M dwarf, R 0.25 R_sun, Teff 3381 K, Tmag 13.10; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
92,1,350332233,83.9776232862617,-55.5715449185198,13.2571,3172.0,4.99101,0.246537,0.00747363,0.217122,14.4896,DWARF,0.0311701074,4766929780301702144,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2375,0.9,1.19,1.34,"late M dwarf, R 0.25 R_sun, Teff 3172 K, Tmag 13.26; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
93,1,175241416,130.123665326098,18.4024240588343,13.326,2824.0,5.23774,0.127659,0.0037508,0.102748,49.3877,DWARF,0.004926386,659464504288593536,3,44 45 46,2469,0.9,1.19,1.34,"late M dwarf, R 0.13 R_sun, Teff 2824 K, Tmag 13.33; 3 TGLC sectors (S44-S46); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
94,1,271883146,295.780365322929,45.3025956043339,13.3789,2877.0,5.16425,0.153514,0.00448889,0.125451,34.6761,DWARF,0.0289614815,2079782151537655936,6,14 15 40 41 54 55,2545,0.9,1.19,1.34,"late M dwarf, R 0.15 R_sun, Teff 2877 K, Tmag 13.38; 6 TGLC sectors (S14-S55); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
95,1,55481273,71.3016105014569,-60.900006522634,13.68,3170.0,5.04357,0.211698,0.00642325,0.180691,19.0452,DWARF,0.0005272656,4677699395185750528,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3065,0.9,1.19,1.34,"late M dwarf, R 0.21 R_sun, Teff 3170 K, Tmag 13.68; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
96,1,350433330,85.1867506761375,-57.9639845907758,13.7987,3135.0,5.05716,0.203776,0.0062938,0.172741,20.4144,DWARF,0.005511447,4765999730903452928,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3316,0.91,1.19,1.35,"late M dwarf, R 0.20 R_sun, Teff 3135 K, Tmag 13.80; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
97,1,350745242,88.8121126681435,-54.0477929762086,14.6738,2818.0,5.25641,0.121576,0.00361242,0.0972822,54.1365,DWARF,0.08778615,4767876769050721920,18,1 4 5 6 7 8 10 11 27 28 30 31 32 33 34 35 37 38,6568,0.9,1.19,1.34,"late M dwarf, R 0.12 R_sun, Teff 2818 K, Tmag 14.67; 18 TGLC sectors (S1-S38); contamination 0.09 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
98,1,219755626,261.601453814142,60.3318409767442,13.3852,3055.0,5.01117,0.232345,0.00690555,0.20201,16.1054,DWARF,0.0072083855,1435884468443461888,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2554,0.91,1.2,1.35,"late M dwarf, R 0.23 R_sun, Teff 3055 K, Tmag 13.39; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
99,1,284190375,275.640988311748,52.0554508718659,13.8546,2873.0,5.14735,0.160247,0.00478942,0.13148,31.9514,DWARF,0.0397921242,2148308217298483456,12,14 15 18 25 26 40 41 48 52 53 54 55,3446,0.91,1.2,1.36,"late M dwarf, R 0.16 R_sun, Teff 2873 K, Tmag 13.85; 12 TGLC sectors (S14-S55); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
100,1,122136861,289.921153438511,41.4635529246899,13.2353,2921.0,5.15625,0.156653,0.00464629,0.128251,33.3614,DWARF,0.03141702,2101469984033864320,5,14 40 41 54 55,2347,0.92,1.21,1.37,"late M dwarf, R 0.16 R_sun, Teff 2921 K, Tmag 13.24; 5 TGLC sectors (S14-S55); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
101,1,49306639,101.671180593613,-21.8378051322277,13.2818,2859.0,5.221,0.133178,0.00397615,0.107597,45.5515,DWARF,0.03262239,2926033267402660224,3,6 7 33,2408,0.92,1.21,1.37,"late M dwarf, R 0.13 R_sun, Teff 2859 K, Tmag 13.28; 3 TGLC sectors (S6-S33); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
102,1,260972843,75.4739886696376,-78.9369645565576,13.2976,3023.0,5.0301,0.219975,0.00670563,0.189137,17.7687,DWARF,0.00336867338,4624131566637811200,17,1 2 4 5 8 11 12 13 27 28 29 31 32 34 35 38 39,2429,0.92,1.21,1.37,"late M dwarf, R 0.22 R_sun, Teff 3023 K, Tmag 13.30; 17 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.2 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
